Title,Year,is_selected,do_finetuning,decision_threshold,Source title
Studying just-in-time defect prediction using cross-project models,2016,yes,no,,Empirical Software Engineering
So You Need More Method Level Datasets for Your Software Defect Prediction?: Voilà!,2016,no,,,International Symposium on Empirical Software Engineering and Measurement
Automating repetitive code changes using examples,2016,no,,,Proceedings of the ACM SIGSOFT Symposium on the Foundations of Software Engineering
Identifying and quantifying architectural debt,2016,no,,,Proceedings - International Conference on Software Engineering
Towards building a universal defect prediction model with rank transformed predictors,2016,yes,no,,Empirical Software Engineering
BigDebug: Debugging primitives for interactive big data processing in,2016,no,,,Proceedings - International Conference on Software Engineering
Software defect prediction using doubly stochastic Poisson processes driven by stochastic belief networks,2016,yes,no,,Journal of Systems and Software
A contextual approach towards more accurate duplicate bug report detection and ranking,2016,no,,,Empirical Software Engineering
Continuous performance evaluation and capacity planning using resource profiles for enterprise applications,2017,no,,,Journal of Systems and Software
"SANER 2017 - 24th IEEE International Conference on Software Analysis, Evolution, and Reengineering",2017,no,,,"SANER 2017 - 24th IEEE International Conference on Software Analysis, Evolution, and Reengineering"
A feature matching and transfer approach for cross-company defect prediction,2017,yes,no,,Journal of Systems and Software
Data Transformation in Cross-project Defect Prediction,2017,yes,no,,Empirical Software Engineering
A PSO-GA approach targeting fault-prone software modules,2017,yes,no,,Journal of Systems and Software
Topic-based software defect explanation,2017,no,,,Journal of Systems and Software
Metric-based software reliability prediction approach and its application,2017,no,,,Empirical Software Engineering
BRACE: Cloud-based software reliability assurance,2017,no,,,"Proceedings - 2017 IEEE 28th International Symposium on Software Reliability Engineering Workshops, ISSREW 2017"
"Fragile base-class problem, problem?",2017,no,,,Empirical Software Engineering
Cost-Effective Build Outcome Prediction Using Cascaded Classifiers,2017,no,,,IEEE International Working Conference on Mining Software Repositories
Will this localization tool be effective for this bug? Mitigating the impact of unreliability of information retrieval based bug localization tools,2017,no,,,Empirical Software Engineering
Improving Automated Bug Triaging with Specialized Topic Model,2017,no,,,IEEE Transactions on Software Engineering
International Symposium on Empirical Software Engineering and Measurement,2017,no,,,International Symposium on Empirical Software Engineering and Measurement
Training Data Selection for Cross-Project Defection Prediction: Which Approach Is Better?,2017,yes,no,,International Symposium on Empirical Software Engineering and Measurement
Predicting likelihood of requirement implementation within the planned iteration: An empirical study at IBM,2017,no,,,IEEE International Working Conference on Mining Software Repositories
The utility challenge of privacy-preserving data-sharing in cross-company defect prediction An empirical study of the CLIFF&MORPH algorithm,2017,yes,yes,,"Proceedings - 2017 IEEE International Conference on Software Maintenance and Evolution, ICSME 2017"
A framework for automatically ensuring the conformance of agent designs,2017,no,,,Journal of Systems and Software
An empirical study on the characteristics of python fine-grained source code change types,2017,no,,,"Proceedings - 2016 IEEE International Conference on Software Maintenance and Evolution, ICSME 2016"
Maintenance effort estimation for open source software: A systematic literature review,2017,no,,,"Proceedings - 2016 IEEE International Conference on Software Maintenance and Evolution, ICSME 2016"
Which type of metrics are useful to deal with class imbalance in software defect prediction?,2017,yes,no,,Information and Software Technology
Predicting defects using test execution logs in an industrial setting,2017,no,,,"Proceedings - 2017 IEEE/ACM 39th International Conference on Software Engineering Companion, ICSE-C 2017"
Less is more: Minimizing code reorganization using XTREE,2017,no,,,Information and Software Technology
Learning graph representations for defect prediction,2017,no,,,"Proceedings - 2017 IEEE/ACM 39th International Conference on Software Engineering Companion, ICSE-C 2017"
Cross-project and within-project semi-supervised software defect prediction problems study using a unified solution,2017,no,,,"Proceedings - 2017 IEEE/ACM 39th International Conference on Software Engineering Companion, ICSE-C 2017"
Comments on ScottKnottESD in response to an empirical comparison of model validation techniques for defect prediction models,2017,yes,no,,IEEE Transactions on Software Engineering
The use of summation to aggregate software metrics hinders the performance of defect prediction models,2017,yes,yes,,IEEE Transactions on Software Engineering
File-Level Defect Prediction: Unsupervised vs. Supervised Models,2017,yes,no,,International Symposium on Empirical Software Engineering and Measurement
Code Churn: A Neglected Metric in Effort-Aware Just-in-Time Defect Prediction,2017,yes,no,,International Symposium on Empirical Software Engineering and Measurement
Heterogeneous defect prediction through multiple kernel learning and ensemble learning,2017,yes,yes,,"Proceedings - 2017 IEEE International Conference on Software Maintenance and Evolution, ICSME 2017"
The impact of using regression models to build defect classifiers,2017,yes,no,,IEEE International Working Conference on Mining Software Repositories
Co-evolutionary multi-population genetic programming for classification in software defect prediction: An empirical case study,2017,yes,no,,Applied Soft Computing Journal
"Proceedings - 2016 IEEE International Conference on Software Maintenance and Evolution, ICSME 2016",2017,no,,,"Proceedings - 2016 IEEE International Conference on Software Maintenance and Evolution, ICSME 2016"
The Significant Effects of Data Sampling Approaches on Software Defect Prioritization and Classification,2017,yes,no,,International Symposium on Empirical Software Engineering and Measurement
